"expid","peakid","year","season","host","route1","route2","route3","route4","nation","leaders","sponsor","success1","success2","success3","success4","ascent1","ascent2","ascent3","ascent4","claimed","disputed","countries","approach","bcdate","smtdate","smttime","smtdays","totdays","termdate","termreason","termnote","highpoint","traverse","ski","parapente","camps","rope","totmembers","smtmembers","mdeaths","tothired","smthired","hdeaths","nohired","o2used","o2none","o2climb","o2descent","o2sleep","o2medical","o2taken","o2unkwn","othersmts","campsites","accidents","achievment","agency","comrte","stdrte","primrte","primmem","primref","primid"
"IMJA64101","IMJA","1964","1","1","NE Smt","","","","Denmark","Jesper Trier","","true","false","false","false","4th","","","","false","false","","","","5/15/64","","0","0","  -   -","1","","6165","false","false","false","0","0","1","1","0","3","3","0","false","false","true","false","false","false","false","false","false","","Smt(15/05)","","","","false","false","false","false","false",""
"EVER65102","EVER","1965","1","2","""N side (attempt reported, not confirmed)""","","","","China","","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","13","","0","false","false","false","0","0","0","0","0","0","0","0","false","false","false","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"EVER67101","EVER","1967","1","2","N Col (research)","","","","China","","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","12","","0","false","false","false","0","0","0","0","0","0","0","0","false","false","true","false","false","false","false","false","false","","","","","","true","true","false","false","false",""
"EVER67301","EVER","1967","3","2","N Col (research)","","","","China","","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","12","","0","false","false","false","0","0","0","0","0","0","0","0","false","false","true","false","false","false","false","false","false","","","","","","true","true","false","false","false",""
"TUKU68101","TUKU","1968","1","1","N Ridge","","","","USA","""Gene Finger, Phil Colbert""","","true","false","false","false","1st?","","","","false","false","","","","","","0","0","  -   -","1","","6920","false","false","false","0","0","2","2","0","1","1","0","false","false","true","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"LAMJ67101","LAMJ","1967","1","1","E Face","","","","W Germany","Helmut Scharschinger","W German Lamjung Himal Expedition 1967","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","5","Abandoned at 5900m due to hard blue ice","5900","false","false","false","2","0","2","0","0","2","0","0","false","false","true","false","false","false","false","false","false","""Climbed Banyang Peak (1st ascent), East Lamjung Pinnacle and Charim Kokero (in Ganesh Himal)""","""BC(3500m),C1(4250m),C2(5050m),Biv,xxx(5900m)""","","","","false","false","false","false","false",""
"BHEM64101","BHEM","1964","1","1","","","","","Japan","Takeo Suzuki","","true","false","false","false","1st","","","","false","false","","","","5/8/64","","0","0","  -   -","1","","6150","false","false","false","0","0","4","2","0","1","1","0","false","false","true","false","false","false","false","false","false","""Climbed Urkinmang (URKM-641-01), attempted Langtang Lirung (LANG-641-01)""","Smt(08/05)","","","","false","false","true","true","true","LANG64101"
"EVER69102","EVER","1969","1","2","""N side (success reported, not confirmed)""","","","","China","","","false","false","false","false","","","","","true","false","","","","","","0","0","  -   -","3","","8850","false","false","false","0","0","3","0","0","0","0","0","false","false","false","false","false","false","false","false","true","","","","","","true","true","false","false","false",""
"KTOK62101","KTOK","1962","1","1","E Ridge","","","","Japan","Shijiro Ishizaka","Nihon University Mountaineering Club","true","false","false","false","1st","","","","false","false","","Mukut La->Mukutgaon->Kakotgaon->Kaya Khola","6/3/62","6/6/62","","3","7","6/10/62","1","","6294","false","false","false","0","0","2","1","0","1","1","0","false","false","true","false","false","false","false","false","false","""Climbed Dhampus (DHAM-621-01), Tongu (TONG-621-01) and Hongde (HONG-621-01); attempted Churen Himal (CHUR-621-01); recon Dhaulagiri II""","""BC(03/06,4700m),C1,Smt(06/06)""","","","","false","false","false","true","true","HONG62101"
"LIK260301","LIK2","1960","3","1","W Ridge","","","","France","Robert Sandoz","","true","false","false","false","1st","","","","false","false","","","10/6/60","10/21/60","","15","26","11/1/60","1","","6659","false","false","false","0","0","6","1","0","4","1","0","false","false","true","false","false","false","false","false","false","""Climbed Parchamo (PARC-603-01), Pimu (PIMU-603-01) and Singkar; recon Chobuje (CHOB-603-01)""","""BC(06/10,4400m),C1.IC(14/10),C2.ABC(15/10,5500m),C3(18/10),C4(19/10,6150m),Smt(21/10)""","","","","false","false","false","false","false",""
"SHAL63301","SHAL","1963","3","1","","","","","Italy","Lino Andreotti","","true","false","false","false","2nd","","","","false","false","","","","10/20/63","","0","0","  -   -","1","","6707","false","false","false","3","0","8","2","0","3","0","0","false","false","true","false","false","false","false","false","false","Claimed climbed Kyungka Ri (1st ascent claimed) and attempted Langtang Lirung (LANG-633-01)","""BC,C1,C2,C3,Smt(20/10)""","","","","false","false","true","true","true","LANG63301"
"SHA260301","SHA2","1960","3","1","Hardie Col-S Ridge (recon)","","","","New Zealand","Edmund Hillary","Himalayan Scientific and Mountaineering Expedition","false","false","false","false","","","","","false","false","","Chhukung Valley","","","","0","0","  -   -","10","","6300","false","false","false","0","0","4","0","0","0","0","0","true","false","true","false","false","false","false","false","false","""Climbed Ama Dablam (AMAD-611-01) and Ombigaichen (OMBG-603-01) and Island Peak (IMJA-603-01), recon Lhotse Shar (LSHR-603-01); attempted Makalu (MAKA-611-01)""","""xxx(Nov,6300m)""","","","","false","false","true","true","true","MAKA61101"
"CHRI65101","CHRI","1965","1","1","S Ridge","","","","Netherlands","Johannes Adolf Noordijk","","true","false","false","false","1st?","","","","false","false","","","","","","0","0","  -   -","1","","5550","false","false","false","0","0","1","1","0","0","0","0","true","false","true","false","false","false","false","false","false","","Smt(May)","","","","false","false","false","false","false",""
"MUKT67301","MUKT","1967","3","1","E side from N","","","","Netherlands","J. A. Noordijk","Netherlands Himalayan Expedition 1967","true","false","false","false","1st","","","","false","false","","From Barbung Khola","","11/11/67","","0","0","  -   -","1","","6087","false","false","false","2","0","7","2","0","4","2","0","false","false","true","false","false","false","false","false","false","","""BC,C1,C2,Smt(11/11)""","","","","false","false","false","false","false",""
"TSIS63101","TSIS","1963","1","1","SE Ridge","","","","Japan","Ken Miyazawa","Tokyo Agricultural University","true","false","false","false","1st","","","","false","false","","","4/28/63","6/3/63","","36","0","  -   -","1","","6196","false","false","false","2","0","2","1","0","1","1","0","false","false","true","false","false","false","false","false","false","Attempted Gimmigela Chuli (GIMM-631-01); attempted Taple Shikhar (TAPL-631-01)","""BC(28/04,5100m),C1,C2(02/06,5500m),Smt(03/06)""","","","","false","false","false","true","true","GIMM63101"
"TSIS63301","TSIS","1963","3","1","SE Ridge","","","","Japan","Kenji Ishihara","Tokyo-Osaka University Joint Himalayan Expedition","true","false","false","false","2nd","","","","false","false","","","","","","0","0","  -   -","1","","6196","false","false","false","0","0","4","3","0","1","1","0","false","false","true","false","false","false","false","false","false","""Climbed Sharphu (SPHU-633-01) and Syamdo Kangri (1st); attempted Drohmo (DROM-633-01), Merra (MERR-633-01) and Talung (TLNG-633-01); climbed 2 Tibetan peaks in Ombak Himal (OMBK-633-01)""","Smt(Nov)","","","","false","false","false","true","true","SPHU63301"
"NUPK64101","NUPK","1964","1","1","W Ridge","","","","W Germany","Rudi Rott","","true","false","false","false","1st?","","","","false","false","","","4/4/64","4/6/64","","2","0","  -   -","1","","6576","false","false","false","0","0","2","1","0","1","1","0","false","false","true","false","false","false","false","false","false","Climbed Jasemba Goth (JASG-641-01); attempted Cho Oyu (CHOY-641-01)","""BC(04/04,5200m),Smt(06/04)""","","1st ascent","","false","false","true","true","true","CHOY64101"
"JASG64101","JASG","1964","1","1","W Ridge","","","","W Germany","Rudi Rott","","true","false","false","false","1st","","","","false","false","","","4/8/64","4/8/64","","0","0","  -   -","1","","6730","false","false","false","0","0","3","2","0","0","0","0","true","false","true","false","false","false","false","false","false","Climbed Nupche Himal (NUPK-641-01); attempted Cho Oyu (CHOY-641-01)","""BC(04/04,5200m),Smt(08/04)""","","","","false","false","true","true","true","CHOY64101"
"BHUL64301","BHUL","1964","3","1","W Ridge","","","","UK","John Baird Tyson","Mount Everest Foundation and Royal Geographical Society","true","false","false","false","","","","","false","false","","","10/28/64","10/31/64","1100","3","0","  -   -","1","","6102","false","false","false","0","0","5","3","0","3","1","0","false","false","true","false","false","false","false","false","false","Attempted Lha Shamma (LHAS-643-01)","""BC(28/10,4900m),C1(29/10,5500m),C2(30/10,5800m),Smt(31/10)""","","","","false","false","false","false","false","LHAS64301"
"SPH163301","SPH1","1963","3","1","E side","S Face","","","Japan","Kenji Ishihara","Tokyo-Osaka University Joint Himalayan Expedition","false","true","false","false","","1st-3rd","","","false","false","","","10/12/63","10/22/63","1330","10","16","10/28/63","1","","6433","false","false","false","0","1000","11","10","0","4","4","0","false","false","true","false","false","false","false","false","false","""Climbed Tsisima (TSIS-633-01) and Syamdo Kangri (1st); attempted Drohmo (DROM-633-01), Talung (TLNG-633-01) and Merra (MERR-633-01); climbed 2 Tibetan peaks in Ombak Himal (OMBK-633-01)""","""BC(12/10,4100m),C1(14/10,5000m),C2(16/10,5900m),C3(20/10,6500m),Smt(22-23,25/10)""","","","","false","false","false","false","false",""
"SPH462101","SPH4","1962","1","1","E Ridge-Border Ridge","","","","Japan","Sasuke Nakao","Northeast Nepal Scientific Research Exp - Osaka City Univ","true","false","false","false","1st-3rd","","","","false","false","","Darjeeling->Ilam->Kabeli Khola->Kangbachen (BC)","5/7/62","5/20/62","1100","13","0","  -   -","1","","6044","false","false","false","3","0","9","6","0","6","3","0","false","false","true","false","false","false","false","false","false","","""BC(07/05,4150m),ABC(11/05,4950m),C1(14/05,5600m),C2(18/05,6150m),C3(19/05,6750m),Smt(20-21/05)""","","","","false","false","false","false","false",""
